QUANTITYORDERED,PRICEEACH,SALES,ORDERDATE,COUNTRY,DEALSIZE
21,71.25,1496.25,15/09/2019,Germany,Small
25,75.36,1884,14/10/2019,USA,Small
34,63.71,2166.14,1/11/2019,UK,Small
48,58.92,2828.16,12/11/2019,Italy,Small
55,112.99,6214.45,,Japan,Medium
25,74.68,1867,3/12/2019,UK,Small
38,70.44,2676.72,31/01/2020,Finland,Small
39,55.96,2182.44,1/3/2020,Spain,Small
28,57.55,1611.4,30/03/2020,France,Small
24,61.66,1479.84,1/4/2020,USA,Small
21,67.82,1424.22,9/5/2020,Australia,Small
46,129.18,5942.28,18/03/2018,UK,Medium
25,93.95,2348.75,21/05/2018,USA,Small
34,129.18,4392.12,11/9/2018,Australia,Medium
25,110.39,2759.75,17/10/2018,Denmark,Small
23,118.61,2728.03,5/11/2018,Italy,Small
20,,2395.8,12/11/2018,USA,Small
23,132.71,3052.33,20/11/2018,USA,Medium
42,101,,2/12/2018,USA,Medium
27,103.35,2790.45,22/01/2019,UK,Small
33,131.53,4340.49,2/3/2019,France,Medium
28,98.65,2762.2,13/04/2019,France,Small
43,108.04,4645.72,7/7/2019,USA,Medium
48,116.27,5580.96,9/8/2019,Spain,Medium
48,136.23,6539.04,1/9/2019,Singapore,Medium
45,123.31,5548.95,6/10/2018,UK,Medium
43,106.87,4595.41,16/10/2019,Spain,Medium
44,42.26,1859.44,,UK,Small
24,87.24,2093.76,29/11/2019,USA,Small
31,136.23,4223.13,19/01/2020,USA,Medium
44,36.29,1596.76,16/02/2020,Spain,Small
59,98.65,5820.35,22/04/2020,USA,Medium
55,96.3,5296.5,29/05/2020,Australia,Medium
29,32.1,930.9,10/3/2018,USA,Small
39,30.96,1207.44,8/5/2018,France,Small
20,35.87,717.4,2/7/2018,USA,Small
25,42.67,1066.75,5/9/2018,USA,Small
36,35.49,1277.64,5/11/2018,Canada,Small
37,42.67,1578.79,12/11/2018,Norway,Small
30,30.59,917.7,20/11/2018,USA,Small
21,37,,2/12/2018,Spain,Small
34,43.42,1476.28,16/01/2019,Spain,Small
42,36.63,1538.46,22/02/2019,Switzerland,Small
20,44.56,891.2,12/4/2019,Finland,Small
40,42.67,1706.8,1/6/2019,UK,Small
34,40.4,1373.6,6/7/2019,Italy,Small
31,38.89,1205.59,6/8/2019,USA,Small
36,39.65,1427.4,30/08/2019,Switzerland,Small
48,34.36,1649.28,5/10/2018,Norway,Small
33,41.91,1383.03,16/10/2019,,Small
37,33.23,1229.51,4/11/2019,USA,Small
27,42.24,1140.48,17/11/2019,USA,Small
39,40.4,1575.6,24/11/2019,Australia,Small
36,38.52,1386.72,7/12/2019,Spain,Small
36,139.4,5018.4,12/1/2020,USA,Medium
41,142.85,5856.85,10/2/2020,Spain,Medium
37,132.29,4894.73,4/3/2020,USA,Medium
47,44.56,2094.32,14/04/2020,France,Small
15,42.67,640.05,17/05/2020,Austria,Small
44,72.58,3193.52,11/2/2018,Denmark,Medium
35,,3066.7,28/04/2018,Austria,Medium
41,94.71,3883.11,12/6/2018,UK,Medium
49,98.25,4814.25,8/8/2018,USA,Medium
31,91.17,2826.27,2/10/2018,USA,Small
20,79.66,1593.2,23/10/2018,Sweden,Small
45,72.58,3266.1,7/11/2018,Spain,Medium
33,74.35,2453.55,14/11/2018,USA,Small
47,83.2,,26/11/2018,Spain,Medium
20,89.4,1788,2/1/2019,France,Small
47,70.81,3328.07,19/02/2019,USA,Medium
40,94.71,3788.4,29/03/2019,USA,Medium
30,101.79,3053.7,7/5/2019,USA,Medium
22,91.17,2005.74,17/06/2019,Canada,Small
27,103.56,2796.12,21/07/2019,Belgium,Small
34,92.94,3159.96,,Canada,Medium
46,84.97,3908.62,10/9/2019,USA,Medium
31,84.08,2606.48,14/10/2019,UK,Small
24,86.74,2081.76,29/10/2019,France,Small
41,85.85,3519.85,9/11/2019,Sweden,Medium
55,195.6,10758,23/11/2019,Japan,Large
30,100.7,3021,2/12/2019,Spain,Medium
33,57.32,1891.56,31/01/2020,Finland,Small
27,83.2,,23/03/2020,USA,Small
60,101.79,,6/5/2020,USA,Medium
27,73.62,1987.74,18/03/2018,UK,Small
49,83.04,4068.96,21/05/2018,USA,Medium
31,73.62,2282.22,11/9/2018,Australia,Small
20,77.05,1541,17/10/2018,Denmark,Small
24,81.33,1951.92,5/11/2018,USA,Small
33,94.17,3107.61,12/11/2018,USA,Medium
32,72.77,2328.64,20/11/2018,USA,Small
40,79.62,3184.8,2/12/2018,USA,Medium
27,79.62,2149.74,16/01/2019,Spain,Small
40,79.62,3184.8,2/3/2019,France,Medium
26,81.33,2114.58,13/04/2019,France,Small
44,96.74,4256.56,7/7/2019,,Medium
33,71.06,2344.98,9/8/2019,Spain,Small
34,68.49,2328.66,1/9/2019,Singapore,Small
48,74.48,3575.04,,UK,Medium
25,83.04,2076,16/10/2019,Spain,Small
39,84.75,3305.25,4/11/2019,USA,Medium
45,34.19,1538.55,17/11/2019,UK,Small
24,138.58,3325.92,29/11/2019,USA,Medium
46,79.62,3662.52,19/01/2020,USA,Medium
44,79.06,3478.64,16/02/2020,Spain,Medium
13,81.33,1057.29,22/04/2020,USA,Small
35,96.74,3385.9,29/05/2020,Australia,Medium
30,63.07,1892.1,3/3/2018,Philippines,Small
34,50.21,1707.14,8/5/2018,France,Small
27,66.13,,2/7/2018,USA,Small
30,68.58,2057.4,5/9/2018,USA,Small
34,50.21,1707.14,4/11/2018,Australia,Small
23,65.52,1506.96,12/11/2018,Norway,Small
48,60.01,2880.48,20/11/2018,Germany,Small
34,64.9,2206.6,2/12/2018,Spain,Small
48,48.98,2351.04,15/01/2019,France,Small
24,50.21,1205.04,22/02/2019,Switzerland,Small
47,62.45,2935.15,9/4/2019,Denmark,Small
24,52.66,1263.84,1/6/2019,UK,Small
47,62.45,2935.15,6/7/2019,Italy,Small
20,61.23,1224.6,2/8/2019,USA,Small
20,67.97,1359.4,30/08/2019,,Small
31,58.78,1822.18,4/10/2018,Germany,Small
38,56.94,2163.72,16/10/2019,Germany,Small
26,61.23,1591.98,3/11/2019,Sweden,Small
25,123.14,3078.5,17/11/2019,USA,Medium
48,62.45,2997.6,24/11/2019,Australia,Small
44,62.45,2747.8,7/12/2019,Spain,Small
21,116.56,2447.76,6/1/2020,Finland,Small
46,41.54,1910.84,10/2/2020,Spain,Small
46,52.84,2430.64,4/3/2020,USA,Small
55,52.66,2896.3,17/05/2020,Austria,Small
31,52.6,1630.6,17/02/2018,Italy,Small
20,72.98,1459.6,28/04/2018,Austria,Small
29,59.18,1716.22,16/06/2018,USA,Small
33,77.59,2560.47,10/8/2018,USA,Small
34,,1900.26,6/10/2018,Finland,Small
32,63.12,,23/10/2018,Sweden,Small
27,73.64,1988.28,8/11/2018,France,Small
21,69.04,1449.84,14/11/2018,UK,Small
27,71.67,1935.09,27/11/2018,Philippines,Small
43,70.35,3025.05,19/02/2019,USA,Medium
25,69.7,1742.5,8/5/2019,USA,Small
46,70.35,3236.1,24/06/2019,Spain,Medium
24,72.33,1735.92,21/07/2019,USA,Small
39,71.67,2795.13,21/08/2019,Norway,Small
31,53.92,1671.52,15/09/2019,Germany,Small
22,71.67,1576.74,14/10/2019,USA,Small
47,76.93,3615.71,1/11/2019,UK,Medium
20,72.98,1459.6,12/11/2019,Italy,Small
29,99.69,2891.01,23/11/2019,Japan,Small
38,68.38,2598.44,3/12/2019,UK,Small
34,113.88,3871.92,17/12/2019,Australia,Medium
46,66,3036,31/01/2020,Finland,Medium
35,63.76,2231.6,1/3/2020,Spain,Small
34,71.67,2436.78,30/03/2020,France,Small
38,57.2,2173.6,1/4/2020,USA,
18,69.7,1254.6,9/5/2020,Australia,Small
37,100.66,3724.42,18/03/2018,UK,Medium
43,121,5203,21/05/2018,USA,Medium
27,128.5,3469.5,11/9/2018,Australia,Medium
30,104.94,3148.2,17/10/2018,Denmark,Medium
22,98.51,2167.22,5/11/2018,USA,Small
49,127.43,6244.07,12/11/2018,USA,Medium
46,121,5566,20/11/2018,USA,Medium
48,91.02,4368.96,2/12/2018,USA,Medium
46,87.81,,16/01/2019,Spain,Medium
48,92.09,4420.32,26/02/2019,USA,Medium
27,86.73,2341.71,13/04/2019,France,Small
43,118.86,5110.98,7/7/2019,USA,Medium
48,128.5,6168,9/8/2019,Spain,Medium
41,118.86,4873.26,1/9/2019,Singapore,Medium
22,96.37,2120.14,5/10/2018,Norway,Small
46,92.09,4236.14,16/10/2019,Spain,Medium
21,89.95,1888.95,4/11/2019,USA,Small
31,37.18,1152.58,17/11/2019,UK,Small
26,95.88,2492.88,29/11/2019,USA,Small
20,99.58,1991.6,19/01/2020,USA,Small
34,116.27,3953.18,16/02/2020,Spain,Medium
43,86.73,3729.39,22/04/2020,USA,Medium
26,100.66,2617.16,29/05/2020,Australia,Small
50,79.67,3983.5,11/2/2018,Denmark,Medium
35,90.57,3169.95,28/04/2018,Austria,Medium
50,77.99,3899.5,12/6/2018,UK,Medium
23,80.51,1851.73,10/8/2018,USA,Small
37,67.93,2513.41,6/10/2018,,Small
29,83.86,2431.94,23/10/2018,Sweden,Small
21,72.12,1514.52,8/11/2018,France,Small
36,85.54,3079.44,14/11/2018,UK,Medium
22,86.38,1900.36,26/11/2018,Spain,Small
46,80.51,3703.46,19/02/2019,USA,Medium
23,76.31,1755.13,7/5/2019,USA,Small
49,87.21,4273.29,24/06/2019,Spain,Medium
48,83.02,3984.96,21/07/2019,Belgium,Medium
33,72.96,2407.68,20/08/2019,Canada,Small
22,77.15,1697.3,15/09/2019,Germany,Small
22,91.41,,14/10/2019,USA,Small
25,92.25,2306.25,1/11/2019,UK,Small
20,92.25,1845,9/11/2019,Sweden,Small
42,59.36,2493.12,23/11/2019,Japan,Small
25,,1508.5,2/12/2019,Spain,Small
23,104.1,,31/01/2020,Finland,Small
37,85.54,3164.98,28/02/2020,USA,Medium
37,90.57,3351.09,23/03/2020,USA,Medium
42,72.96,3064.32,1/4/2020,USA,Medium
51,76.31,3891.81,6/5/2020,USA,Medium
40,136.22,5448.8,3/3/2018,Philippines,Medium
43,127.79,5494.97,8/5/2018,France,Medium
47,134.81,6336.07,2/7/2018,USA,Medium
23,126.39,2906.97,5/9/2018,USA,Small
34,112.34,3819.56,4/11/2018,Austria,Medium
25,154.47,,12/11/2018,Norway,Medium
45,140.43,6319.35,20/11/2018,USA,Medium
47,148.86,6996.42,2/12/2018,Spain,Medium
49,141.83,6949.67,16/01/2019,Spain,Medium
40,113.75,4550,22/02/2019,Switzerland,Medium
29,154.47,4479.63,12/4/2019,Finland,Medium
39,132,5148,1/6/2019,UK,Medium
24,122.17,2932.08,6/7/2019,Italy,Small
25,126.39,3159.75,6/8/2019,USA,Medium
36,119.37,4297.32,30/08/2019,Switzerland,Medium
50,154.47,7723.5,,Norway,Large
45,122.17,5497.65,16/10/2019,Germany,Medium
26,155.88,4052.88,4/11/2019,USA,
21,149.33,3135.93,17/11/2019,USA,Medium
42,119.37,5013.54,24/11/2019,Australia,Medium
32,165.71,5302.72,7/12/2019,Spain,Medium
31,94.58,2931.98,6/1/2020,Finland,Small
33,53.27,1757.91,10/2/2020,,Small
45,150.29,6763.05,4/3/2020,USA,Medium
76,154.47,11739.7,14/04/2020,France,Large
70,132,9240,17/05/2020,Austria,Large
50,64.83,3241.5,17/02/2018,Italy,Medium
28,70.29,1968.12,28/04/2018,Austria,Small
50,81.89,4094.5,16/06/2018,USA,Medium
28,66.19,1853.32,10/8/2018,USA,Small
44,77.11,,6/10/2018,Finland,Medium
27,73.02,1971.54,28/10/2018,USA,Small
30,72.33,2169.9,8/11/2018,France,Small
43,66.19,2846.17,27/11/2018,Philippines,Small
29,69.6,2018.4,12/1/2019,Japan,Small
48,56.64,2718.72,19/02/2019,USA,Small
33,60.05,1981.65,,Canada,Small
40,75.06,3002.4,11/5/2019,USA,Medium
48,61.42,2948.16,24/06/2019,Spain,Small
41,81.89,3357.49,23/07/2019,France,Medium
21,55.96,1175.16,21/08/2019,Norway,Small
32,71.65,2292.8,15/09/2019,Germany,Small
43,,3286.49,15/10/2019,USA,Medium
30,77.79,2333.7,1/11/2019,UK,Small
35,76.43,2675.05,12/11/2019,Italy,Small
45,96.92,4361.4,23/11/2019,Japan,Medium
34,59.37,2018.58,3/12/2019,,Small
26,142.73,3710.98,17/12/2019,Australia,Medium
39,73,2847,31/01/2020,Finland,Small
41,73.32,3006.12,1/3/2020,Spain,Medium
41,68.24,2797.84,30/03/2020,France,Small
64,60.05,3843.2,3/4/2020,USA,Medium
18,75.06,1351.08,10/5/2020,Italy,Small
49,34.47,1689.03,6/1/2018,USA,Small
48,34.47,1654.56,18/03/2018,UK,Small
46,33.23,1528.58,21/05/2018,USA,Small
26,38.98,1013.48,12/9/2018,USA,Small
35,33.23,1163.05,5/11/2018,Italy,Small
23,42.26,971.98,12/11/2018,USA,Small
22,41.03,902.66,21/11/2018,Australia,Small
39,,1295.97,2/12/2018,USA,Small
44,34.88,1534.72,26/01/2019,Spain,Small
27,43.9,1185.3,2/3/2019,France,Small
46,36.93,1698.78,20/04/2019,USA,Small
33,41.85,1381.05,17/08/2019,Italy,Small
33,40.62,1340.46,1/9/2019,Singapore,Small
24,40.21,965.04,6/10/2019,Spain,Small
31,35.29,1093.99,21/10/2019,USA,Small
41,77.24,3166.84,,UK,Medium
22,97.44,2143.68,29/11/2019,USA,Small
46,37.34,1717.64,19/01/2020,USA,Small
43,95.03,4086.29,16/02/2020,Spain,Medium
15,36.93,553.95,22/04/2020,Japan,Small
15,43.49,652.35,29/05/2020,Australia,Small
26,112.37,2921.62,31/01/2018,Spain,Small
44,126.56,5568.64,4/4/2018,USA,Medium
20,96.99,1939.8,,USA,Small
40,94.62,3784.8,1/8/2018,,Medium
23,121.83,2802.09,25/09/2018,Australia,Small
24,99.36,2384.64,22/10/2018,Singapore,Small
29,100.54,2915.66,6/11/2018,Italy,Small
49,118.28,5795.72,14/11/2018,Spain,Medium
34,108.82,3699.88,25/11/2018,USA,Medium
28,106.45,2980.6,9/12/2018,USA,Small
37,136.02,5032.74,12/2/2019,Ireland,Medium
45,105.27,4737.15,15/03/2019,Germany,Medium
46,137.2,6311.2,5/5/2019,Spain,Medium
22,139.57,3070.54,20/07/2019,USA,Medium
39,123.01,4797.39,20/08/2019,USA,Medium
27,141.94,,8/9/2019,USA,Medium
36,128.93,4641.48,13/10/2019,USA,Medium
38,105.27,4000.26,22/10/2019,Denmark,Medium
44,121.04,5325.76,5/11/2019,Norway,Medium
31,148.99,4618.69,20/11/2019,France,Medium
23,138.39,3182.97,1/12/2019,USA,Medium
22,118.32,2603.04,15/12/2019,France,Small
28,50.32,1408.96,23/01/2020,USA,Small
21,93.91,1972.11,22/02/2020,Spain,Small
37,140.75,5207.75,15/03/2020,Spain,Medium
31,137.2,4253.2,3/5/2020,Spain,Medium
25,114.92,2873,29/01/2018,Norway,Small
34,105.18,3576.12,28/05/2018,Spain,Medium
29,112.97,3276.13,16/07/2018,Australia,Medium
20,,1811.4,12/9/2018,USA,Small
42,91.55,3845.1,20/10/2018,USA,Medium
22,116.87,2571.14,5/11/2018,Italy,Small
47,107.13,5035.11,13/11/2018,USA,Medium
20,113.95,2279,21/11/2018,Australia,Small
33,97.39,3213.87,5/12/2018,Canada,
39,90.57,3532.23,29/01/2019,USA,Medium
33,103.23,3406.59,10/3/2019,USA,Medium
40,86.68,3467.2,29/04/2019,Spain,Medium
46,78.89,3628.94,14/06/2019,USA,Medium
48,97.39,4674.72,16/07/2019,Austria,Medium
21,78.89,1656.69,17/08/2019,Italy,Small
45,114.92,5171.4,7/9/2019,USA,Medium
33,101.29,3342.57,11/10/2019,France,Medium
44,111.02,4884.88,21/10/2019,,Medium
33,189.93,6267.69,5/11/2019,USA,Medium
39,,1962.09,1/11/2019,Spain,Small
41,167,6847,10/12/2019,Spain,Medium
40,86.92,3476.8,20/01/2020,USA,Medium
33,139.17,4592.61,17/02/2020,USA,Medium
28,78.89,2208.92,30/05/2020,Belgium,Small
26,63.76,1657.76,17/02/2018,Italy,Small
29,85.49,2479.21,29/04/2018,Australia,Small
46,77.52,3565.92,27/06/2018,Spain,Medium
33,84.77,2797.41,25/08/2018,USA,Small
48,78.25,,28/10/2018,USA,Medium
40,71,2840,12/1/2019,Japan,Small
23,74.62,1716.26,20/02/2019,Australia,Small
40,81.14,3245.6,2/4/2019,Canada,Medium
37,74.62,2760.94,11/5/2019,USA,Small
24,75.35,1808.4,28/06/2019,USA,Small
27,62.31,1682.37,23/07/2019,France,Small
21,71,1491,21/08/2019,Norway,Small
23,72.45,1666.35,16/09/2019,,Small
44,83.32,3666.08,,USA,Medium
35,83.32,2916.2,2/11/2019,USA,Small
43,60.86,2616.98,12/11/2019,Italy,Small
40,84.77,3390.8,24/11/2019,Spain,Medium
35,89.9,3146.5,4/12/2019,USA,Medium
25,62.46,1561.5,17/12/2019,Australia,Small
43,233.48,10039.6,3/2/2020,France,Large
50,63.34,3167,1/3/2020,Spain,Medium
45,78.25,3521.25,30/03/2020,France,Medium
52,,4219.28,3/4/2020,USA,Medium
48,74.62,3581.76,10/5/2020,Italy,Medium
31,68.71,2130.01,3/3/2018,Philippines,Small
29,71.14,2063.06,8/5/2018,France,Small
23,87.31,2008.13,2/7/2018,USA,Small
31,64.67,2004.77,,USA,Small
24,94.58,2269.92,4/11/2018,Australia,Small
28,71.14,1991.92,11/11/2018,France,Small
44,66.29,2916.76,20/11/2018,Germany,Small
22,92.16,2027.52,15/01/2019,,Small
46,70.33,3235.18,22/02/2019,Switzerland,Medium
22,93.77,2062.94,9/4/2019,Denmark,Small
38,87.31,3317.78,26/05/2019,France,Medium
47,83.27,3913.69,30/06/2019,USA,Medium
48,75.18,3608.64,2/8/2019,USA,Medium
40,88.12,3524.8,30/08/2019,Switzerland,Medium
32,80.84,2586.88,30/09/2019,Finland,Small
49,97.01,4753.49,16/10/2019,Germany,Medium
43,85.69,3684.67,3/11/2019,USA,Medium
41,,5715.4,17/11/2019,USA,Medium
30,103.29,3098.7,24/11/2019,France,Medium
28,95.39,2670.92,7/12/2019,Spain,Small
43,119.87,5154.41,6/1/2020,Finland,Medium
41,119.37,4894.17,10/2/2020,Spain,Medium
30,82.42,2472.6,4/3/2020,USA,Small
31,104.01,3224.31,29/01/2018,Norway,Medium
32,114.61,3667.52,,France,Medium
43,96.31,4141.33,28/05/2018,Spain,Medium
26,108.83,2829.58,24/07/2018,USA,Small
27,113.65,3068.55,21/09/2018,Finland,Medium
24,109.79,2634.96,21/10/2018,Austria,Small
22,110.76,2436.72,6/11/2018,UK,Small
46,100.16,4607.36,14/11/2018,Spain,Medium
,97.27,3598.99,25/11/2018,France,Medium
49,80.9,3964.1,9/12/2018,,Medium
21,106.9,2244.9,4/2/2019,Singapore,Small
25,111.72,2793,11/3/2019,USA,Small
37,111.72,4133.64,4/5/2019,USA,Medium
45,86.68,3900.6,15/06/2019,Singapore,Medium
32,85.72,2743.04,19/07/2019,Australia,Small
29,82.83,2402.07,19/08/2019,USA,Small
26,83.79,2178.54,8/9/2019,Sweden,Small
28,112.68,3155.04,13/10/2019,USA,Medium
27,87.64,2366.28,22/10/2019,Canada,Small
20,98.18,1963.6,5/11/2019,USA,Small
44,107.87,4746.28,19/11/2019,USA,Medium
42,152.07,,1/11/2019,Spain,Medium
41,108,4428,10/12/2019,Spain,Medium
26,155.54,4044.04,23/01/2020,USA,Medium
26,,2708.42,17/02/2020,USA,Small
26,111.72,2904.72,1/5/2020,Canada,Small
41,86.68,3553.88,31/05/2020,France,Medium
20,92.9,1858,24/02/2018,USA,Small
22,111.88,2461.36,29/04/2018,Australia,Small
23,114.87,2642.01,27/06/2018,Spain,Small
33,93.9,3098.7,25/08/2018,USA,Medium
,115.87,3244.36,28/10/2018,USA,Medium
44,98.89,4351.16,18/11/2018,Norway,Medium
46,79.91,3675.86,12/1/2019,Japan,Medium
21,117.87,2475.27,20/02/2019,Australia,Small
41,101.89,4177.49,2/4/2019,Canada,Medium
31,105.88,3282.28,11/5/2019,USA,Medium
31,79.91,2477.21,28/06/2019,USA,Small
23,81.91,1883.93,23/07/2019,France,
37,98.89,3658.93,27/08/2019,USA,Medium
26,109.88,,16/09/2019,Ireland,Small
24,79.91,1917.84,15/10/2019,USA,Small
47,112.88,5305.36,2/11/2019,USA,Medium
45,63.91,2875.95,15/11/2019,USA,Small
55,117.87,6482.85,24/11/2019,Spain,Medium
46,81.17,3733.82,4/12/2019,USA,Medium
50,131.53,6576.5,6/1/2020,Finland,Medium
37,171.71,6353.27,3/2/2020,France,Medium
44,94.9,4175.6,2/3/2020,Singapore,Medium
49,101.89,4992.61,3/4/2020,USA,Medium
45,105.88,4764.6,10/5/2020,Italy,Medium
27,43.45,1173.15,3/3/2018,Philippines,Small
31,44.66,1384.46,8/5/2018,France,Small
33,40.23,1327.59,2/7/2018,USA,Small
31,,1109.8,25/08/2018,USA,Small
26,39.83,1035.58,4/11/2018,Australia,Small
34,45.46,1545.64,11/11/2018,France,Small
46,32.99,1517.54,19/11/2018,Spain,Small
41,42.24,1731.84,15/01/2019,France,Small
43,39.43,1695.49,21/02/2019,France,Small
26,40.23,1045.98,5/4/2019,USA,Small
36,48.28,1738.08,26/05/2019,France,Small
20,32.59,651.8,30/06/2019,USA,Small
27,36.61,988.47,,USA,Small
37,41.03,1518.11,27/08/2019,USA,Small
24,42.24,1013.76,30/09/2019,Finland,Small
36,43.05,1549.8,16/10/2019,Germany,Small
29,38.22,1108.38,3/11/2019,USA,Small
28,146.52,4102.56,17/11/2019,USA,Medium
29,128.04,3713.16,24/11/2019,,Medium
,39.83,1513.54,7/12/2019,Spain,Small
48,48.28,2317.44,6/1/2020,France,Small
40,82.46,3298.4,10/2/2020,Spain,Medium
41,44.56,1826.96,4/3/2020,USA,Small
30,40.23,1206.9,8/4/2020,UK,Small
35,47.62,1666.7,31/01/2018,Spain,Small
28,55.73,1560.44,1/4/2018,France,Small
45,51.95,2337.75,3/6/2018,USA,Small
24,45.99,1103.76,1/8/2018,Finland,Small
41,63.85,2617.85,21/09/2018,Finland,Small
48,45.99,2207.52,22/10/2018,Singapore,Small
50,63.31,,6/11/2018,UK,Medium
33,62.77,2071.41,14/11/2018,Spain,Small
32,43.29,1385.28,25/11/2018,USA,Small
27,60.06,1621.62,,USA,Small
35,55.19,1931.65,10/2/2019,USA,Small
23,54.11,1244.53,11/3/2019,USA,Small
35,48.7,1704.5,5/5/2019,Spain,Small
40,43.83,1753.2,15/06/2019,Singapore,Small
35,47.62,1666.7,20/07/2019,USA,Small
31,55.19,1710.89,19/08/2019,USA,Small
50,46.53,2326.5,8/9/2019,USA,Small
40,57.9,2316,13/10/2019,USA,Small
38,45.45,1727.1,22/10/2019,Canada,Small
38,232.74,8844.12,5/11/2019,Norway,Large
40,60.6,2424,19/11/2019,USA,Small
33,46.53,1535.49,,USA,Small
36,176.63,6358.68,15/12/2019,France,Medium
20,66.47,1329.4,23/01/2020,USA,Small
32,53.18,1701.76,22/02/2020,Spain,Small
36,62.77,2259.72,15/03/2020,Spain,Small
19,48.7,925.3,3/5/2020,Spain,Small
11,43.83,482.13,31/05/2020,France,Small
49,65.87,3227.63,31/01/2018,Spain,Medium
27,63.38,1711.26,,Belgium,Small
29,70.84,2054.36,3/6/2018,USA,Small
42,74.57,3131.94,8/8/2018,USA,Medium
33,50.95,1681.35,25/09/2018,Australia,Small
44,53.44,2351.36,22/10/2018,Singapore,Small
22,64,1408,6/11/2018,Italy,Small
48,50.95,2445.6,14/11/2018,Spain,Small
33,54.68,1804.44,25/11/2018,USA,Small
45,56.55,2544.75,,USA,Small
20,52.82,1056.4,12/2/2019,Ireland,Small
46,,2801.4,15/03/2019,Germany,Small
40,49.71,1988.4,5/5/2019,Finland,Small
,64.63,2908.35,20/07/2019,USA,Small
36,59.65,2147.4,20/08/2019,USA,Small
31,67.73,2099.63,8/9/2019,USA,Small
46,50.33,2315.18,14/10/2019,UK,Small
35,66.49,,22/10/2019,Denmark,Small
28,192.05,5377.4,5/11/2019,Norway,Medium
31,84.71,2626.01,20/11/2019,France,Small
27,163.2,4406.4,2/12/2019,Spain,Medium
22,195.51,4301.22,15/12/2019,France,Medium
30,99.55,2986.5,23/01/2020,USA,Small
44,36.07,1587.08,22/02/2020,Spain,Small
30,60.28,,15/03/2020,Spain,Small
24,49.71,1193.04,5/5/2020,USA,Small
45,75.63,3403.35,29/01/2018,Norway,Medium
23,68.52,1575.96,26/03/2018,USA,Small
26,62.7,1630.2,28/05/2018,Spain,Small
28,60.76,1701.28,24/07/2018,USA,Small
49,58.18,2850.82,19/09/2018,Singapore,Small
49,54.94,2692.06,21/10/2018,Austria,Small
29,74.98,2174.42,6/11/2018,UK,Small
49,64.64,3167.36,13/11/2018,USA,Medium
39,54.94,2142.66,25/11/2018,France,Small
36,58.82,2117.52,5/12/2018,Canada,Small
39,62.05,2419.95,4/2/2019,Singapore,Small
30,73.04,2191.2,11/3/2019,USA,Small
44,69.16,3043.04,4/5/2019,USA,Medium
20,61.41,1228.2,,Japan,Small
21,63.35,1330.35,19/07/2019,Australia,Small
36,77.57,2792.52,,USA,Small
32,71.75,2296,8/9/2019,Sweden,Small
36,73.04,2629.44,11/10/2019,France,Small
34,56.24,1912.16,22/10/2019,Canada,Small
48,171.03,8209.44,5/11/2019,USA,Large
31,101.29,3139.99,1/11/2019,Spain,Medium
36,157.49,5669.64,10/12/2019,Spain,Medium
25,126.41,3160.25,20/01/2020,Australia,Medium
48,141.66,6799.68,17/02/2020,USA,Medium
27,69.16,1867.32,1/5/2020,Canada,Small
44,61.41,2702.04,31/05/2020,Spain,Small
33,72.92,2406.36,,Italy,Small
29,,2094.67,29/04/2018,Australia,Small
49,57.1,2797.9,27/06/2018,Spain,Small
20,81.86,,13/08/2018,Belgium,Small
31,73.61,2281.91,28/10/2018,USA,Small
39,59.16,2307.24,12/1/2019,Japan,Small
20,66.04,1320.8,20/02/2019,Australia,Small
34,77.73,2642.82,2/4/2019,Canada,Small
50,61.22,3061,11/5/2019,USA,Medium
40,79.11,3164.4,24/06/2019,Spain,Medium
28,63.97,1791.16,23/07/2019,France,Small
50,81.86,4093,21/08/2019,Norway,Medium
28,79.8,2234.4,16/09/2019,Ireland,Small
46,66.04,3037.84,15/10/2019,USA,Medium
24,59.16,1419.84,1/11/2019,UK,Small
24,81.17,1948.08,12/11/2019,Italy,Small
39,59.16,2307.24,24/11/2019,Spain,Small
40,44.51,1780.4,4/12/2019,USA,Small
49,72.33,3544.17,17/12/2019,Australia,Medium
44,82.26,3619.44,3/2/2020,France,Medium
35,111.97,3918.95,3/3/2020,,Medium
22,67.41,1483.02,30/03/2020,France,Small
62,77.73,4819.26,3/4/2020,USA,Medium
26,61.22,1591.72,10/5/2020,Italy,Small
31,118.38,3669.78,3/3/2018,Philippines,Medium
25,86.74,2168.5,7/5/2018,France,Small
30,89.8,2694,2/7/2018,USA,Small
27,120.42,3251.34,25/08/2018,USA,Medium
34,115.32,3920.88,4/11/2018,Australia,Medium
22,114.3,2514.6,11/11/2018,France,Small
42,85.72,3600.24,19/11/2018,Spain,Medium
37,109.19,4040.03,15/01/2019,France,Medium
30,111.23,3336.9,21/02/2019,France,Medium
27,115.32,3113.64,5/4/2019,USA,Medium
25,113.28,,26/05/2019,France,Small
34,97.97,3330.98,30/06/2019,USA,Medium
38,113.28,4304.64,2/8/2019,USA,Medium
26,100.01,2600.26,27/08/2019,USA,Small
38,115.32,4382.16,30/09/2019,Finland,Medium
50,84.7,4235,15/10/2019,Norway,Medium
22,119.4,2626.8,3/11/2019,USA,Small
32,157.08,5026.56,17/11/2019,USA,Medium
31,,2201.62,24/11/2019,Austria,Small
40,108.17,4326.8,7/12/2019,Spain,Medium
